k,station_id,active_drone,battery_wh
16318,3,cf4,89.79
16319,0,cf5,96.30
16319,1,cf2,93.49
16319,2,cf3,64.43
16319,3,cf4,89.64
16320,0,cf5,96.20
16320,1,cf2,93.37
16320,2,cf3,64.36
16320,3,cf4,89.49
16321,0,cf5,96.10
16321,1,cf2,93.25
16321,2,cf3,64.28
16321,3,cf4,89.34
16322,0,cf5,96.00
16322,1,cf2,93.13
16322,2,cf3,64.20
16322,3,cf4,89.19
16323,0,cf5,95.90
16323,1,cf2,93.01
16323,2,cf3,64.12
16323,3,cf4,89.04
16324,0,cf5,95.80
16324,1,cf2,92.89
16324,2,cf3,64.04
16324,3,cf4,88.89
16325,0,cf5,95.70
16325,1,cf2,92.77
16325,2,cf3,63.96
16325,3,cf4,88.74
16326,0,cf5,95.60
16326,1,cf2,92.65
16326,2,cf3,63.88
16326,3,cf4,88.59
16327,0,cf5,95.50
16327,1,cf2,92.53
16327,2,cf3,63.80
16327,3,cf4,88.44
16328,0,cf5,95.40
16328,1,cf2,92.41
16328,2,cf3,63.72
16328,3,cf4,88.29
16329,0,cf5,95.30
16329,1,cf2,92.29
16329,2,cf3,63.64
16329,3,cf4,88.14
16330,0,cf5,95.20
16330,1,cf2,92.17
16330,2,cf3,63.56
16330,3,cf4,87.99
16331,0,cf5,95.10
16331,1,cf2,92.05
16331,2,cf3,63.48
16331,3,cf4,87.84
16332,0,cf5,95.00
16332,1,cf2,91.93
16332,2,cf3,63.40
16332,3,cf4,87.69
16333,0,cf5,94.90
16333,1,cf2,91.81
16333,2,cf3,63.32
16333,3,cf4,87.54
16334,0,cf5,94.80
16334,1,cf2,91.69
16334,2,cf3,63.24
16334,3,cf4,87.39
16335,0,cf5,94.70
16335,1,cf2,91.57
16335,2,cf3,63.16
16335,3,cf4,87.24
16336,0,cf5,94.60
16336,1,cf2,91.45
16336,2,cf3,63.08
16336,3,cf4,87.09
16337,0,cf5,94.50
16337,1,cf2,91.33
16337,2,cf3,63.00
16337,3,cf4,86.94
16338,0,cf5,94.40
16338,1,cf2,91.21
16338,2,cf3,62.92
16338,3,cf4,86.79
16339,0,cf5,94.30
16339,1,cf2,91.09
16339,2,cf3,62.84
16339,3,cf4,86.64
16340,0,cf5,94.20
16340,1,cf2,90.97
16340,2,cf3,62.76
16340,3,cf4,86.49
16341,0,cf5,94.10
16341,1,cf2,90.85
16341,2,cf3,62.68
16341,3,cf4,86.34
16342,0,cf5,94.00
16342,1,cf2,90.73
16342,2,cf3,62.60
16342,3,cf4,86.19
16343,0,cf5,93.90
16343,1,cf2,90.61
16343,2,cf3,62.52
16343,3,cf4,86.04
16344,0,cf5,93.80
16344,1,cf2,90.49
16344,2,cf3,62.44
16344,3,cf4,85.89
16345,0,cf5,93.70
16345,1,cf2,90.37
16345,2,cf3,62.36
16345,3,cf4,85.74
16346,0,cf5,93.60
16346,1,cf2,90.25
16346,2,cf3,62.28
16346,3,cf4,85.59
16347,0,cf5,93.50
16347,1,cf2,90.13
16347,2,cf3,62.20
16347,3,cf4,85.44
16348,0,cf5,93.40
16348,1,cf2,90.01
16348,2,cf3,62.12
16348,3,cf4,85.29
16349,0,cf5,93.30
16349,1,cf2,89.89
16349,2,cf3,62.04
16349,3,cf4,85.14
16350,0,cf5,93.20
16350,1,cf2,89.77
16350,2,cf3,61.96
16350,3,cf4,84.99
16351,0,cf5,93.10
16351,1,cf2,89.65
16351,2,cf3,61.88
16351,3,cf4,84.84
16352,0,cf5,93.00
16352,1,cf2,89.53
16352,2,cf3,61.80
16352,3,cf4,84.69
16353,0,cf5,92.90
16353,1,cf2,89.41
16353,2,cf3,61.72
16353,3,cf4,84.54
16354,0,cf5,92.80
16354,1,cf2,89.29
16354,2,cf3,61.64
16354,3,cf4,84.39
16355,0,cf5,92.70
16355,1,cf2,89.17
16355,2,cf3,61.56
16355,3,cf4,84.24
16356,0,cf5,92.60
16356,1,cf2,89.05
16356,2,cf3,61.48
16356,3,cf4,84.09
16357,0,cf5,92.50
16357,1,cf2,88.93
16357,2,cf3,61.40
16357,3,cf4,83.94
16358,0,cf5,92.40
16358,1,cf2,88.81
16358,2,cf3,61.32
16358,3,cf4,83.79
16359,0,cf5,92.30
16359,1,cf2,88.69
16359,2,cf3,61.24
16359,3,cf4,83.64
16360,0,cf5,92.20
16360,1,cf2,88.57
16360,2,cf3,61.16
16360,3,cf4,83.49
16361,0,cf5,92.10
16361,1,cf2,88.45
16361,2,cf3,61.08
16361,3,cf4,83.34
16362,0,cf5,92.00
16362,1,cf2,88.33
16362,2,cf3,61.00
16362,3,cf4,83.19
16363,0,cf5,91.90
16363,1,cf2,88.21
16363,2,cf3,60.92
16363,3,cf4,83.04
16364,0,cf5,91.80
16364,1,cf2,88.09
16364,2,cf3,60.84
16364,3,cf4,82.89
16365,0,cf5,91.70
16365,1,cf2,87.97
16365,2,cf3,60.76
16365,3,cf4,82.74
16366,0,cf5,91.60
16366,1,cf2,87.85
16366,2,cf3,60.68
16366,3,cf4,82.59
16367,0,cf5,91.50
16367,1,cf2,87.73
16367,2,cf3,60.60
16367,3,cf4,82.44
16368,0,cf5,91.40
16368,1,cf2,87.61
16368,2,cf3,60.52
16368,3,cf4,82.29
16369,0,cf5,91.30
16369,1,cf2,87.49
16369,2,cf3,60.44
16369,3,cf4,82.14
16370,0,cf5,91.20
16370,1,cf2,87.37
16370,2,cf3,60.36
16370,3,cf4,81.99
16371,0,cf5,91.10
16371,1,cf2,87.25
16371,2,cf3,60.28
16371,3,cf4,81.84
16372,0,cf5,91.00
16372,1,cf2,87.13
16372,2,cf3,60.20
16372,3,cf4,81.69
16373,0,cf5,90.90
16373,1,cf2,87.01
16373,2,cf3,60.12
16373,3,cf4,81.54
16374,0,cf5,90.80
16374,1,cf2,86.89
16374,2,cf3,60.04
16374,3,cf4,81.39
16375,0,cf5,90.70
16375,1,cf2,86.77
16375,2,cf3,59.96
16375,3,cf4,81.24
16376,0,cf5,90.60
16376,1,cf2,86.66
16376,2,cf3,59.88
16376,3,cf4,81.09
16377,0,cf5,90.50
16377,1,cf2,86.54
16377,2,cf3,59.80
16377,3,cf4,80.95
16378,0,cf5,90.41
16378,1,cf2,86.42
16378,2,cf3,59.72
16378,3,cf4,80.80
16379,0,cf5,90.31
16379,1,cf2,86.30
16379,2,cf3,59.65
16379,3,cf4,80.65
16380,0,cf5,90.21
16380,1,cf2,86.19
16380,2,cf3,59.57
16380,3,cf4,80.51
16381,0,cf5,90.11
16381,1,cf2,86.07
16381,2,cf3,59.49
16381,3,cf4,80.37
16382,0,cf5,90.02
16382,1,cf2,85.95
16382,2,cf3,59.41
16382,3,cf4,80.22
16383,0,cf5,89.92
16383,1,cf2,85.84
16383,2,cf3,59.33
16383,3,cf4,80.08
16384,0,cf5,89.82
16384,1,cf2,85.72
16384,2,cf3,59.25
16384,3,cf4,79.94
16385,0,cf5,89.73
16385,1,cf2,85.61
16385,2,cf3,59.18
16385,3,cf4,79.79
16386,0,cf5,89.63
16386,1,cf2,85.49
16386,2,cf3,59.10
16386,3,cf4,79.65
16387,0,cf5,89.53
16387,1,cf2,85.38
16387,2,cf3,59.02
16387,3,cf4,79.51
16388,0,cf5,89.44
16388,1,cf2,85.27
16388,2,cf3,58.95
16388,3,cf4,79.37
16389,0,cf5,89.34
16389,1,cf2,85.15
16389,2,cf3,58.87
16389,3,cf4,79.23
16390,0,cf5,89.25
16390,1,cf2,85.04
16390,2,cf3,58.79
16390,3,cf4,79.10
16391,0,cf5,89.15
16391,1,cf2,84.93
16391,2,cf3,58.72
16391,3,cf4,78.96
16392,0,cf5,89.06
16392,1,cf2,84.82
16392,2,cf3,58.64
16392,3,cf4,78.82
16393,0,cf5,88.97
16393,1,cf2,84.71
16393,2,cf3,58.56
16393,3,cf4,78.68
16394,0,cf5,88.87
16394,1,cf2,84.59
16394,2,cf3,58.49
16394,3,cf4,78.55
16395,0,cf5,88.78
16395,1,cf2,84.48
16395,2,cf3,58.41
16395,3,cf4,78.41
16396,0,cf5,88.68
16396,1,cf2,84.37
16396,2,cf3,58.33
16396,3,cf4,78.28
16397,0,cf5,88.59
16397,1,cf2,84.26
16397,2,cf3,58.26
16397,3,cf4,78.14
16398,0,cf5,88.50
16398,1,cf2,84.15
16398,2,cf3,58.18
16398,3,cf4,78.01
16399,0,cf5,88.41
16399,1,cf2,84.05
16399,2,cf3,58.11
16399,3,cf4,77.88
16400,0,cf5,88.31
16400,1,cf2,83.94
16400,2,cf3,58.03
16400,3,cf4,77.74
16401,0,cf5,88.22
16401,1,cf2,83.83
16401,2,cf3,57.96
16401,3,cf4,77.61
16402,0,cf5,88.13
16402,1,cf2,83.72
16402,2,cf3,57.88
16402,3,cf4,77.48
16403,0,cf5,88.04
16403,1,cf2,83.61
16403,2,cf3,57.81
16403,3,cf4,77.35
16404,0,cf5,87.95
16404,1,cf2,83.51
16404,2,cf3,57.74
16404,3,cf4,77.22
16405,0,cf5,87.86
16405,1,cf2,83.40
16405,2,cf3,57.66
16405,3,cf4,77.09
16406,0,cf5,87.77
16406,1,cf2,83.29
16406,2,cf3,57.59
16406,3,cf4,76.96
16407,0,cf5,87.68
16407,1,cf2,83.19
16407,2,cf3,57.51
16407,3,cf4,76.84
16408,0,cf5,87.59
16408,1,cf2,83.08
16408,2,cf3,57.44
16408,3,cf4,76.71
16409,0,cf5,87.50
16409,1,cf2,82.98
16409,2,cf3,57.37
16409,3,cf4,76.58
16410,0,cf5,87.41
16410,1,cf2,82.87
16410,2,cf3,57.29
16410,3,cf4,76.46
16411,0,cf5,87.32
16411,1,cf2,82.77
16411,2,cf3,57.22
16411,3,cf4,76.33
16412,0,cf5,87.23
16412,1,cf2,82.66
16412,2,cf3,57.15
16412,3,cf4,76.21
16413,0,cf5,87.14
16413,1,cf2,82.56
16413,2,cf3,57.08
16413,3,cf4,76.08
16414,0,cf5,87.05
16414,1,cf2,82.46
16414,2,cf3,57.00
16414,3,cf4,75.96
16415,0,cf5,86.97
16415,1,cf2,82.36
16415,2,cf3,56.93
16415,3,cf4,75.84
16416,0,cf5,86.88
16416,1,cf2,82.25
16416,2,cf3,56.86
16416,3,cf4,75.71
16417,0,cf5,86.79
16417,1,cf2,82.15
16417,2,cf3,56.79
16417,3,cf4,75.59
16418,0,cf5,86.70
16418,1,cf2,82.05
16418,2,cf3,56.72
16418,3,cf4,75.47
16419,0,cf5,86.62
16419,1,cf2,81.95
16419,2,cf3,56.64
16419,3,cf4,75.35
16420,0,cf5,86.53
16420,1,cf2,81.85
16420,2,cf3,56.57
16420,3,cf4,75.23
16421,0,cf5,86.45
16421,1,cf2,81.75
16421,2,cf3,56.50
16421,3,cf4,75.11
16422,0,cf5,86.36
16422,1,cf2,81.65
16422,2,cf3,56.43
16422,3,cf4,75.00
16423,0,cf5,86.27
16423,1,cf2,81.55
16423,2,cf3,56.36
16423,3,cf4,74.88
16424,0,cf5,86.19
16424,1,cf2,81.45
16424,2,cf3,56.29
16424,3,cf4,74.76
16425,0,cf5,86.10
16425,1,cf2,81.35
16425,2,cf3,56.22
16425,3,cf4,74.64
16426,0,cf5,86.02
16426,1,cf2,81.25
16426,2,cf3,56.15
16426,3,cf4,74.53
16427,0,cf5,85.93
16427,1,cf2,81.16
16427,2,cf3,56.08
16427,3,cf4,74.41
16428,0,cf5,85.85
16428,1,cf2,81.06
16428,2,cf3,56.01
16428,3,cf4,74.30
16429,0,cf5,85.77
16429,1,cf2,80.96
16429,2,cf3,55.94
16429,3,cf4,74.18
16430,0,cf5,85.68
16430,1,cf2,80.87
16430,2,cf3,55.87
16430,3,cf4,74.07
16431,0,cf5,85.60
16431,1,cf2,80.77
16431,2,cf3,55.80
16431,3,cf4,73.96
16432,0,cf5,85.52
16432,1,cf2,80.67
16432,2,cf3,55.73
16432,3,cf4,73.85
16433,0,cf5,85.43
16433,1,cf2,80.58
16433,2,cf3,55.66
16433,3,cf4,73.74
16434,0,cf5,85.35
16434,1,cf2,80.48
16434,2,cf3,55.59
16434,3,cf4,73.62
16435,0,cf5,85.27
16435,1,cf2,80.39
16435,2,cf3,55.52
16435,3,cf4,73.51
16436,0,cf5,85.19
16436,1,cf2,80.30
16436,2,cf3,55.46
16436,3,cf4,73.41
16437,0,cf5,85.10
16437,1,cf2,80.20
16437,2,cf3,55.39
16437,3,cf4,73.30
16438,0,cf5,85.02
16438,1,cf2,80.11
16438,2,cf3,55.32
16438,3,cf4,73.19
16439,0,cf5,84.94
16439,1,cf2,80.02
16439,2,cf3,55.25
16439,3,cf4,73.08
16440,0,cf5,84.86
16440,1,cf2,79.92
16440,2,cf3,55.18
16440,3,cf4,72.97
16441,0,cf5,84.78
16441,1,cf2,79.83
16441,2,cf3,55.12
16441,3,cf4,72.87
16442,0,cf5,84.70
16442,1,cf2,79.74
16442,2,cf3,55.05
16442,3,cf4,72.76
16443,0,cf5,84.62
16443,1,cf2,79.65
16443,2,cf3,54.98
16443,3,cf8,100.00
16444,0,cf5,84.54
16444,1,cf2,79.56
16444,2,cf3,54.91
16444,3,cf8,99.85
16445,0,cf5,84.46
16445,1,cf2,79.47
16445,2,cf3,54.85
16445,3,cf8,99.70
16446,0,cf5,84.38
16446,1,cf2,79.38
16446,2,cf3,54.78
16446,3,cf8,99.55
16447,0,cf5,84.30
16447,1,cf2,79.29
16447,2,cf3,54.71
16447,3,cf8,99.41
16448,0,cf5,84.22
16448,1,cf2,79.20
16448,2,cf3,54.65
16448,3,cf8,99.26
16449,0,cf5,84.15
16449,1,cf2,79.11
16449,2,cf3,54.58
16449,3,cf8,99.11
16450,0,cf5,84.07
16450,1,cf2,79.02
16450,2,cf3,54.52
16450,3,cf8,98.97
16451,0,cf5,83.99
16451,1,cf2,78.93
16451,2,cf3,54.45
16451,3,cf8,98.82
16452,0,cf5,83.91
16452,1,cf2,78.85
16452,2,cf3,54.39
16452,3,cf8,98.68
16453,0,cf5,83.84
16453,1,cf2,78.76
16453,2,cf3,54.32
16453,3,cf8,98.53
16454,0,cf5,83.76
16454,1,cf2,78.67
16454,2,cf3,54.25
16454,3,cf8,98.39
16455,0,cf5,83.68
16455,1,cf2,78.59
16455,2,cf3,54.19
16455,3,cf8,98.25
16456,0,cf5,83.61
16456,1,cf2,78.50
16456,2,cf3,54.12
16456,3,cf8,98.11
16457,0,cf5,83.53
16457,1,cf2,78.41
16457,2,cf3,54.06
16457,3,cf8,97.97
16458,0,cf5,83.45
16458,1,cf2,78.33
16458,2,cf3,54.00
16458,3,cf8,97.83
16459,0,cf5,83.38
16459,1,cf2,78.25
16459,2,cf3,53.93
16459,3,cf8,97.69
16460,0,cf5,83.30
16460,1,cf2,78.16
16460,2,cf3,53.87
16460,3,cf8,97.55
16461,0,cf5,83.23
16461,1,cf6,100.00
16461,2,cf3,53.80
16461,3,cf8,97.41
16462,0,cf5,83.15
16462,1,cf6,99.88
16462,2,cf3,53.74
16462,3,cf8,97.27
16463,0,cf5,83.08
16463,1,cf6,99.76
16463,2,cf3,53.67
16463,3,cf8,97.13
16464,0,cf5,83.00
16464,1,cf6,99.64
16464,2,cf3,53.61
16464,3,cf8,96.98
16465,0,cf5,82.92
16465,1,cf6,99.52
16465,2,cf3,53.54
16465,3,cf8,96.84
16466,0,cf5,82.84
16466,1,cf6,99.40
16466,2,cf3,53.48
16466,3,cf8,96.69
16467,0,cf5,82.76
16467,1,cf6,99.28
16467,2,cf3,53.41
16467,3,cf8,96.55
16468,0,cf5,82.68
16468,1,cf6,99.16
16468,2,cf3,53.34
16468,3,cf8,96.40
16469,0,cf5,82.60
16469,1,cf6,99.04
16469,2,cf3,53.28
16469,3,cf8,96.25
16470,0,cf5,82.52
16470,1,cf6,98.92
16470,2,cf3,53.21
16470,3,cf8,96.10
16471,0,cf5,82.44
16471,1,cf6,98.80
16471,2,cf3,53.14
16471,3,cf8,95.95
16472,0,cf5,82.36
16472,1,cf6,98.68
16472,2,cf3,53.07
16472,3,cf8,95.80
16473,0,cf5,82.27
16473,1,cf6,98.56
16473,2,cf3,53.00
16473,3,cf8,95.65
16474,0,cf5,82.19
16474,1,cf6,98.44
16474,2,cf3,52.93
16474,3,cf8,95.50
16475,0,cf5,82.11
16475,1,cf6,98.32
16475,2,cf3,52.86
16475,3,cf8,95.35
16476,0,cf5,82.02
16476,1,cf6,98.20
16476,2,cf3,52.79
16476,3,cf8,95.20
16477,0,cf5,81.93
16477,1,cf6,98.08
16477,2,cf3,52.72
16477,3,cf8,95.05
16478,0,cf5,81.85
16478,1,cf6,97.96
16478,2,cf3,52.65
16478,3,cf8,94.90
16479,0,cf5,81.76
16479,1,cf6,97.84
16479,2,cf3,52.57
16479,3,cf8,94.75
16480,0,cf5,81.67
16480,1,cf6,97.72
16480,2,cf3,52.50
16480,3,cf8,94.60
16481,0,cf5,81.58
16481,1,cf6,97.60
16481,2,cf3,52.43
16481,3,cf8,94.45
16482,0,cf5,81.49
16482,1,cf6,97.48
16482,2,cf3,52.36
16482,3,cf8,94.30
16483,0,cf5,81.40
16483,1,cf6,97.36
16483,2,cf3,52.28
16483,3,cf8,94.15
16484,0,cf5,81.31
16484,1,cf6,97.24
16484,2,cf3,52.21
16484,3,cf8,94.00
16485,0,cf5,81.22
16485,1,cf6,97.12
16485,2,cf3,52.13
16485,3,cf8,93.85
16486,0,cf5,81.13
16486,1,cf6,97.00
16486,2,cf3,52.06
16486,3,cf8,93.70
16487,0,cf5,81.03
16487,1,cf6,96.88
16487,2,cf3,51.98
16487,3,cf8,93.55
16488,0,cf5,80.94
16488,1,cf6,96.76
16488,2,cf3,51.91
16488,3,cf8,93.40
16489,0,cf5,80.84
16489,1,cf6,96.64
16489,2,cf3,51.83
16489,3,cf8,93.25
16490,0,cf5,80.75
16490,1,cf6,96.52
16490,2,cf3,51.75
16490,3,cf8,93.10
16491,0,cf5,80.65
16491,1,cf6,96.40
16491,2,cf3,51.67
16491,3,cf8,92.95
16492,0,cf5,80.56
16492,1,cf6,96.28
16492,2,cf3,51.60
16492,3,cf8,92.80
16493,0,cf5,80.46
16493,1,cf6,96.16
16493,2,cf3,51.52
16493,3,cf8,92.65
16494,0,cf5,80.36
16494,1,cf6,96.04
16494,2,cf3,51.44
16494,3,cf8,92.50
16495,0,cf5,80.26
16495,1,cf6,95.92
16495,2,cf3,51.36
16495,3,cf8,92.35
16496,0,cf5,80.17
16496,1,cf6,95.80
16496,2,cf3,51.28
16496,3,cf8,92.20
16497,0,cf5,80.07
16497,1,cf6,95.68
16497,2,cf3,51.20
16497,3,cf8,92.05
16498,0,cf5,79.97
16498,1,cf6,95.56
16498,2,cf3,51.13
16498,3,cf8,91.90
16499,0,cf5,79.87
16499,1,cf6,95.45
16499,2,cf3,51.05
16499,3,cf8,91.76
16500,0,cf5,79.78
16500,1,cf6,95.33
16500,2,cf3,50.97
16500,3,cf8,91.61
16501,0,cf5,79.68
16501,1,cf6,95.21
16501,2,cf3,50.89
16501,3,cf8,91.46
16502,0,cf5,79.59
16502,1,cf6,95.09
16502,2,cf3,50.82
16502,3,cf8,91.32
16503,0,cf5,79.49
16503,1,cf6,94.98
16503,2,cf3,50.74
16503,3,cf8,91.18
16504,0,cf5,79.39
16504,1,cf6,94.86
16504,2,cf3,50.66
16504,3,cf8,91.03
16505,0,cf5,79.30
16505,1,cf6,94.75
16505,2,cf3,50.58
16505,3,cf8,90.89
16506,0,cf5,79.20
16506,1,cf6,94.63
16506,2,cf3,50.51
16506,3,cf8,90.75
16507,0,cf5,79.11
16507,1,cf6,94.52
16507,2,cf3,50.43
16507,3,cf8,90.60
16508,0,cf5,79.02
16508,1,cf6,94.40
16508,2,cf3,50.35
16508,3,cf8,90.46
16509,0,cf5,78.92
16509,1,cf6,94.29
16509,2,cf3,50.28
16509,3,cf8,90.32
16510,0,cf5,78.83
16510,1,cf6,94.18
16510,2,cf3,50.20
16510,3,cf8,90.18
16511,0,cf5,78.73
16511,1,cf6,94.06
16511,2,cf3,50.13
16511,3,cf8,90.04
16512,0,cf5,78.64
16512,1,cf6,93.95
16512,2,cf3,50.05
16512,3,cf8,89.91
16513,0,cf5,78.55
16513,1,cf6,93.84
16513,2,cf3,49.98
16513,3,cf8,89.77
16514,0,cf5,78.46
16514,1,cf6,93.73
16514,2,cf3,49.90
16514,3,cf8,89.63
16515,0,cf5,78.36
16515,1,cf6,93.61
16515,2,cf3,49.83
16515,3,cf8,89.49
16516,0,cf5,78.27
16516,1,cf6,93.50
16516,2,cf3,49.75
16516,3,cf8,89.36
16517,0,cf5,78.18
16517,1,cf6,93.39
16517,2,cf3,49.68
16517,3,cf8,89.22
16518,0,cf5,78.09
16518,1,cf6,93.28
16518,2,cf3,49.60
16518,3,cf8,89.09
16519,0,cf5,78.00
16519,1,cf6,93.17
16519,2,cf3,49.53
16519,3,cf8,88.95
16520,0,cf5,77.91
16520,1,cf6,93.06
16520,2,cf3,49.45
16520,3,cf8,88.82
16521,0,cf5,77.82
16521,1,cf6,92.95
16521,2,cf3,49.38
16521,3,cf8,88.69
16522,0,cf5,77.73
16522,1,cf6,92.84
16522,2,cf3,49.31
16522,3,cf8,88.55
16523,0,cf5,77.64
16523,1,cf6,92.74
16523,2,cf3,49.23
16523,3,cf8,88.42
16524,0,cf5,77.55
16524,1,cf6,92.63
16524,2,cf3,49.16
16524,3,cf8,88.29
16525,0,cf5,77.46
16525,1,cf6,92.52
16525,2,cf3,49.09
16525,3,cf8,88.16
16526,0,cf5,77.37
16526,1,cf6,92.41
16526,2,cf3,49.01
16526,3,cf8,88.03
16527,0,cf5,77.28
16527,1,cf6,92.31
16527,2,cf3,48.94
16527,3,cf8,87.90
16528,0,cf5,77.19
16528,1,cf6,92.20
16528,2,cf3,48.87
16528,3,cf8,87.77
16529,0,cf5,77.10
16529,1,cf6,92.10
16529,2,cf3,48.79
16529,3,cf8,87.65
16530,0,cf5,77.01
16530,1,cf6,91.99
16530,2,cf3,48.72
16530,3,cf8,87.52
16531,0,cf5,76.93
16531,1,cf6,91.89
16531,2,cf3,48.65
16531,3,cf8,87.39
16532,0,cf5,76.84
16532,1,cf6,91.78
16532,2,cf3,48.58
16532,3,cf8,87.27
16533,0,cf5,76.75
16533,1,cf6,91.68
16533,2,cf3,48.51
16533,3,cf8,87.14
16534,0,cf5,76.66
16534,1,cf6,91.57
16534,2,cf3,48.43
16534,3,cf8,87.02
16535,0,cf5,76.58
16535,1,cf6,91.47
16535,2,cf3,48.36
16535,3,cf8,86.89
16536,0,cf5,76.49
16536,1,cf6,91.37
16536,2,cf3,48.29
16536,3,cf8,86.77
16537,0,cf5,76.41
16537,1,cf6,91.26
16537,2,cf3,48.22
16537,3,cf8,86.65
16538,0,cf5,76.32
16538,1,cf6,91.16
16538,2,cf3,48.15
16538,3,cf8,86.52
16539,0,cf5,76.23
16539,1,cf6,91.06
16539,2,cf3,48.08
16539,3,cf8,86.40
16540,0,cf5,76.15
16540,1,cf6,90.96
16540,2,cf3,48.01
16540,3,cf8,86.28
16541,0,cf5,76.06
16541,1,cf6,90.86
16541,2,cf3,47.94
16541,3,cf8,86.16
16542,0,cf5,75.98
16542,1,cf6,90.76
16542,2,cf3,47.87
16542,3,cf8,86.04
16543,0,cf5,75.90
16543,1,cf6,90.66
16543,2,cf3,47.80
16543,3,cf8,85.92
16544,0,cf5,75.81
16544,1,cf6,90.56
16544,2,cf3,47.73
16544,3,cf8,85.81
16545,0,cf5,75.73
16545,1,cf6,90.46
16545,2,cf3,47.66
16545,3,cf8,85.69
16546,0,cf5,75.64
16546,1,cf6,90.36
16546,2,cf3,47.59
16546,3,cf8,85.57
16547,0,cf5,75.56
16547,1,cf6,90.26
16547,2,cf3,47.52
16547,3,cf8,85.45
16548,0,cf5,75.48
16548,1,cf6,90.16
16548,2,cf3,47.45
16548,3,cf8,85.34
16549,0,cf5,75.40
16549,1,cf6,90.06
16549,2,cf3,47.38
16549,3,cf8,85.22
16550,0,cf5,75.31
16550,1,cf6,89.97
16550,2,cf3,47.31
16550,3,cf8,85.11
16551,0,cf5,75.23
16551,1,cf6,89.87
16551,2,cf3,47.24
16551,3,cf8,84.99
16552,0,cf5,75.15
16552,1,cf6,89.77
16552,2,cf3,47.18
16552,3,cf8,84.88
16553,0,cf5,75.07
16553,1,cf6,89.68
16553,2,cf3,47.11
16553,3,cf8,84.77
16554,0,cf5,74.99
16554,1,cf6,89.58
16554,2,cf3,47.04
16554,3,cf8,84.66
16555,0,cf5,74.91
16555,1,cf6,89.49
16555,2,cf3,46.97
16555,3,cf8,84.55
16556,0,cf5,74.82
16556,1,cf6,89.39
16556,2,cf3,46.90
16556,3,cf8,84.43
16557,0,cf5,74.74
16557,1,cf6,89.30
16557,2,cf3,46.84
16557,3,cf8,84.32
16558,0,cf5,74.66
16558,1,cf6,89.20
16558,2,cf3,46.77
16558,3,cf8,84.22
16559,0,cf5,74.58
16559,1,cf6,89.11
16559,2,cf3,46.70
16559,3,cf8,84.11
16560,0,cf5,74.50
16560,1,cf6,89.02
16560,2,cf3,46.64
16560,3,cf8,84.00
16561,0,cf5,74.43
16561,1,cf6,88.92
16561,2,cf3,46.57
16561,3,cf8,83.89
16562,0,cf5,74.35
16562,1,cf6,88.83
16562,2,cf3,46.50
16562,3,cf8,83.78
16563,0,cf5,74.27
16563,1,cf6,88.74
16563,2,cf3,46.44
16563,3,cf8,83.68
16564,0,cf5,74.19
16564,1,cf6,88.65
16564,2,cf3,46.37
16564,3,cf8,83.57
16565,0,cf5,74.11
16565,1,cf6,88.56
16565,2,cf3,46.30
16565,3,cf4,100.00
16566,0,cf5,74.03
16566,1,cf6,88.47
16566,2,cf3,46.24
16566,3,cf4,99.85
16567,0,cf5,73.96
16567,1,cf6,88.38
16567,2,cf3,46.17
16567,3,cf4,99.70
16568,0,cf5,73.88
16568,1,cf6,88.29
16568,2,cf3,46.11
16568,3,cf4,99.55
16569,0,cf5,73.80
16569,1,cf6,88.20
16569,2,cf3,46.04
16569,3,cf4,99.41
16570,0,cf5,73.72
16570,1,cf6,88.11
16570,2,cf3,45.98
16570,3,cf4,99.26
16571,0,cf5,73.65
16571,1,cf6,88.02
16571,2,cf3,45.91
16571,3,cf4,99.11
16572,0,cf5,73.57
16572,1,cf6,87.93
16572,2,cf3,45.85
16572,3,cf4,98.97
16573,0,cf5,73.50
16573,1,cf6,87.84
16573,2,cf3,45.78
16573,3,cf4,98.82
16574,0,cf5,73.42
16574,1,cf6,87.75
16574,2,cf3,45.72
16574,3,cf4,98.68
16575,0,cf5,73.34
16575,1,cf6,87.67
16575,2,cf3,45.65
16575,3,cf4,98.53
16576,0,cf5,73.27
16576,1,cf6,87.58
16576,2,cf3,45.59
16576,3,cf4,98.39
16577,0,cf5,73.19
16577,1,cf6,87.49
16577,2,cf3,45.53
16577,3,cf4,98.25
16578,0,cf5,73.12
16578,1,cf6,87.41
16578,2,cf3,45.46
16578,3,cf4,98.11
16579,0,cf5,73.05
16579,1,cf6,87.32
16579,2,cf3,45.40
16579,3,cf4,97.97
16580,0,cf5,72.97
16580,1,cf6,87.24
16580,2,cf3,45.33
16580,3,cf4,97.83
16581,0,cf5,72.90
16581,1,cf6,87.15
16581,2,cf3,45.27
16581,3,cf4,97.69
16582,0,cf5,72.82
16582,1,cf6,87.07
16582,2,cf3,45.21
16582,3,cf4,97.55
16583,0,cf5,72.75
16583,1,cf2,100.00
16583,2,cf3,45.15
16583,3,cf4,97.41
16584,0,cf5,72.68
16584,1,cf2,99.88
16584,2,cf3,45.08
16584,3,cf4,97.27
16585,0,cf5,72.61
16585,1,cf2,99.76
16585,2,cf3,45.02
16585,3,cf4,97.13
16586,0,cf5,72.53
16586,1,cf2,99.64
16586,2,cf3,44.96
16586,3,cf4,97.00
16587,0,cf5,72.46
16587,1,cf2,99.52
